昵称,性别,地区,评论,点赞
点击跳过广告,保密,广东,别说直十了，直九都能吊打他[给心心],2
wohnd,保密,湖北,直接仿造一个不就好了，难度应该不大,3
一把锉刀闯天涯,保密,江苏,没事，我们会呐喊遥遥领先,56
dddfx224,保密,重庆,这个应该打不过歼20吧,1
六斤疆丶铁人,男,湖北,武直10暴打阿帕奇,0
地堡男孩小丁子,保密,广东,遥遥领先不服,0
RichardMilosssss,保密,北京,ka52也可以蹲着射导弹啊，第一次豹2战损不就是让挨个点名的，战场不一样懂吗，美国人参加的都是治安战要不然就是海湾这种不对等战斗，当年开个热成像就开始蹲着打老乡，参加过现代战争吗？没有，乌克兰曾经也是世界第三军事国，s300和400你要是敢蹲着打不出几分钟你就没了，低空突袭打火箭弹是唯一比较安全的，阿帕奇如果送到俄乌按治安战这么打只会死得更快，任何武器都是消耗品，不管你是不是所谓的最强，只要好用才是好武器,2
一块儿两块,男,山东,"哈哈哈哈哈看弹幕笑死我了。
开头：老东西了。直10申请出战。数据军事……
介绍到一半：卧槽这么牛逼嘛！卧槽这都行！
网友们呐有点自己的脑子别总被洗脑。正视差距并且不畏惧，不断追赶超越才是爱国人士。
夜郎自大，闭门造车，不懂不学不听不看。是爱国贼",17
K-NightWindly星辰,男,江苏,"这些弹幕都是小学生嘛….
国产武直10只是中型，可能电子系统能超过这老爷子，但其他的被吊打啊。
还有说用RPG的….我滴天啊，你以为它是不动的嘛！黑鹰坠落都是打的悬停等垂降的运输直升机！
还有说用小无人机的…..追得上么…..",15
上上下下左右左右BABAoo,男,广东,有些人咋那么自卑那么春虫虫呢？这玩意说白了对付没有军工能力的土著有单方面优势，在工业国面前坦克有反直升机导弹，单兵有便携反直升机导弹，昂撒看着厉害都是脚踢养老院拳打幼儿园，对强一点的国家只能来冷战那一套,9
昵称,性别,地区,评论,点赞
巴南茅台,保密,重庆,整个地球除了白头鹰，谁敢说有制空权？武器作用要看在什么地方用。和谁用。怎么用。中美如果只是玩玩，那这东西作用不太大。如果不顾一切那这玩意作用就大了。就这长弓它说它世界第一反驳的可以拿出来比比。,0
明尼苏达汪汪队,男,山东,最好的国防教育，或者说爱国教育，就是把武器装备做成纪录片，写真照，模型，实战案例，实践观摩，给小青年们全方位的整一哈，别只是去博物馆才能看到[doge][doge][doge],200
hule2010,保密,河南,以后把最强都去掉，学学我们解放军，每次说到国产装备，都用优秀二字代替，看看被一些2傻子中国人吹上天的豹2，一到俄乌战场，立刻被打成了脆皮豹，英国挑战者2也被俄军打成了烤罐头,1
初郁恂,保密,安徽,[幸运花花_摸摸][幸运花花_牛][幸运花花_牛][幸运花花_阿？][幸运花花_我的][幸运花花_妈][幸运花花_牛][幸运花花_牛][幸运花花_立][幸运花花_乐],1
该用户正在封闭中,保密,广东,实战才能检验出实力。演习演习。先射击再画靶子没有意义。而且我一直都说了中美才是盟友。冷战中国可是站边美国的。俄罗斯能和中国关系很好？我真的笑了,2
今日强兔,男,重庆,也就阿帕奇，f22，爱国者常年被国内无脑吹成神兵利器。敢不敢送去乌克兰打打真把试？估计是怕和m1豹2一样被打破神话吧[嗑瓜子],3
giaohub,男,广东,嘿嘿，其实我国新型武直已经在路上，看看央视军事的那期视频已经明示https://b23.tv/BV1pP411279u,0
小莫-小莫,保密,河北,现在只要稍微沾点国外的边，就会有一队杠精来支持自己支持的东西然后盲目自信，然后你还嘲笑印度三哥的盲目自信，你不也是吗,2
vbvgj,男,山西,这就是网络，随手发了个骂口嗨哥的一堆人来骂（虽然没有跟我一起骂的多，而且全是三级号）逆天b站，什么玩意也能混进来,0
zy200802,保密,辽宁,因为现在只有俄罗斯能搞出来机体能和阿帕奇与之一笔的武直，俄罗斯航电还不行，中国航电行还搓不出来能和阿帕奇比的机体,0
柯巴stalinism,保密,云南,弹幕里说什么“联军帅”的，等哪天帝国主义纠集一堆流氓国家派飞机轰炸手无寸铁的无辜人民的时候你就开心了[偷笑],0
鱼嘴里的沙滩,保密,安徽,只要没和阿帕奇交过手，有些井底之蛙就能一直吹下去。人家可是实打实的经过实战的，给你图纸你也确实仿不出来。,22
柯巴stalinism,保密,云南,评论区里那些刷什么“遥遥领先的”，你们跪倒在西方滋铲接鸡脚下的世界主义媚态真可笑[偷笑][偷笑][偷笑],0
TLBan不是老阿姨,保密,英国,垃圾玩意 要速度有地狱火 要防御有地狱火 要地狱火有30mm土豆炮 看看米28 下巴上的2A42吧家人们,0
专喷二极管,男,天津,无人机取代武装直升机，评论和弹幕这几个大哥是搞笑的吗，有点军事常识行吗，直升机比你无人机功能多几倍😂,1
Ing玩闹ing,保密,北京,我们什么时候拔噪音弄小点就行了，飞机没来，声音先到。我们发动机不行，设计不行，飞行员不行，哪样行呢。,0
bt小哥不请自来,保密,山东,打它螺旋桨[星星眼][星星眼][星星眼][星星眼][星星眼][星星眼][星星眼][星星眼][星星眼],0
宁静爱吃肉,男,重庆,阿帕奇的分类是重型武装直升机 我国没有此类 俄罗斯有 哦 对了 呆湾有 以后也许有机会看一眼[妙啊],0
喀什速刷,保密,河南,那是因为夺去了制空权，打实力有差异的时候，美军这些可以，没有制空权，这玩意也是大号靶子，没那么神,0
DoP_Wayne,男,天津,看打谁呗，对面都是烧火棍，你拿个俩手枪天下无敌。对面都是加特林配狙击步枪你拿手枪敢露头吗？,0
昵称,性别,地区,评论,点赞
轩辕十四_Regulus,男,河北,这种玩意儿也没多了不起，咱们又不是没有，我大中国台湾省陆军601旅就有几十架 [妙啊],1
这才是小号,保密,湖北,我发现有些人啊科技上的先发国家是看不起的，历史上的后发国家也是看不起的，主打一个双标,0
云水见,保密,山东,"伊拉克战争期间被手枪打下来过[doge]
一个微乎其微的几率，比中彩票都小的几率",0
静洋740,保密,贵州,现在用肩扛导弹，无人机，怕是阿帕奇没有出场的机会。也就欺负没有制空权的国家。,0
逐鹿天地,保密,北京,一群吹的真是nt，别人的武器再牛也是打你的，自己的武器再拉也是保护你的,1
夏日_山海,男,陕西,交给华为，绝对可以在短时间内碾压[doge][doge][doge],2
Pop-key,保密,辽宁,感觉这个用来打第三世界国家还行，打稍微有点军事科技能力的感觉就不行了,1
正在看动画片的小鑫,男,四川,乌克兰：这不是我正需要的吗？[辣眼睛][辣眼睛][辣眼睛][辣眼睛],1
烤焦的呜喵王,男,四川,可惜安东星顶级房里阿帕奇一家子都毫无存在感，顶多偶尔看到个英国阿帕奇,0
路过的柠檬猫,女,广东,有人搁这说抄袭给我整笑了 你加尖端科技看一眼有个外形就抄袭成功是吧,1
卡拉卡呀,保密,江苏,黑鹰仍然是我西藏军区主力直升机，08年抗灾毛子给的烂货现在就坏了,1
VerruckteLiebe,男,山东,热知识，武直主要的工作有撕开敌人防空阵地，对地攻击等[辣眼睛],1
春风得意风生水起,男,河南,沙雕啊还人呢现在飞机都有自瞄了吧，，，，，，机炮打人那不爽歪歪,0
Fury非洲人,男,中国台湾,最强武直 不接受反驳[doge][doge][doge],32
暴躁的无情肉呀,男,广西,这次俄乌战争就标明航电系统有多重要卡-52的是真拉了大胯,4
easywoo,保密,山东,不知道能不能对付50架自杀式无人机的联合攻击[doge],0
VFA-168-超级海猫联队,男,陕西,引个流：啪啪奇帅吧，想亲自飞吗？来DCS吧[doge],1
红童鞋,保密,辽宁,我就想问，这玩意被毒刺锁定，能安全逃离吗[doge],3
DoP_Wayne,男,天津,有制空权耀武扬威，没制空权不敢起飞[tv_doge],1
灿烂银河de星光灭绝,男,湖北,UP主能讲讲超级种马吗[中国绊爱2nd_太菜太下饭],0
昵称,性别,地区,评论,点赞
账号已注销,保密,江西,华为表示，遥遥领先[tv_斜眼笑][tv_斜眼笑],3
瓦雷利亚龙王,保密,山东,评论区别吹无人机了，不尬吗，电子干扰吊舱教你做人。,1
JPL1314520,保密,河南,阿帕奇再强也保护不了我们，只会成为刺向我们的利刃！,0
春风得意风生水起,男,河南,还有你得知道咋用，参考海湾战争根本没机会打还毒刺呢,0
顾顾同学-,男,广东,这视频质量完全不像新人，up之前是在别的平台发吗,2
北翼喵喵喵,保密,山东,我的性别就是武装直升机[doge][doge],0
陈的天的爸,保密,广东,什么时候教老乡们击落阿帕奇 [脱单doge],1
lxmlj,男,安徽,一个个别盲目自信，你也不看看这是哪年造出来的,1
通辽御林军,男,浙江,还是雌鹿有压迫感 虽然很老了[脱单doge],0
小臭臭牛牛牛,保密,天津,你可以说美军坏，但不能说美军菜[doge],131
是子逸o,保密,江西,因为武装直升机跟不上版本了，不研究这玩意了,6
晚安的风ovo,保密,安徽,这种直升机现在真不实用，一发毒刺就能送回家,0
lets抽,保密,四川,你这标题起的小品客就不爱看[脱单doge],0
BigCat520,保密,陕西,没什么用，一把ak47就干下来了[傲娇],1
无尽的负能量,男,江苏,看看美国下一代重型武直是哪个竞标成功了,2
好了我知道,男,广西,在局域网比的不是武器，比的是政治正确👍,0
格洛瑞娅Gloria,男,江苏,小泽馋阿帕奇都快馋死了，也确实需要这个,0
柯巴stalinism,保密,云南,“灯塔”指滥杀无辜，进行帝国主义侵略,0
鱼沉雁杳z,男,北京,你怎么知道我的性别是阿帕奇武装直升机,0
虚我所也,保密,湖北,美国不是在阿帕奇之前还有个蝰蛇吗？,13
昵称,性别,地区,评论,点赞
符合条,保密,陕西,下回，出兵，就是，波士屯机器人，了,1
spikeout71,男,北京,🇺🇸[支持]美国人[支持][支持],0
乔恩-艾伯克,保密,河北,没啥用吧。遇到无人机不得怕得要死,0
Goose5,男,四川,一帮低龄粉红还搁这无人机神话论呢,0
尋佡妖道,男,陕西,想下单一架，送外卖肯定快[偷笑],0
赵Yuki的秃头老爹,男,四川,很牛吗 ？再牛也是用来对付我们的,0
图城,男,重庆,制裁美国啊，让它想造也造不出来,1
别打听我没名,保密,吉林,跟苏联好都得不着啥 还得丢土地,1
竹叶ccc,男,广东,这玩意风头和地位被无人机抢走了,0
一剑天涯ZG,保密,湖北,渣渣！武直10打爆它！不堪一击,0
一块扣肉QvQ,保密,山东,俗话说的好，高打底，打傻13。,0
很胖的树袋熊,男,湖南,看这种视频需要关掉弹幕[吃瓜],0
混吃等死诚,男,陕西,萨达姆为你的频道承受了太多,1
Callis_E,保密,广东,这是1975年的产物，恐怖,0
steptochange,保密,安徽,咱们应该上马无人武装直升机,0
宝城宝贝城,保密,广东,这玩意儿美国也卖给了弯弯,1
猛追湾头号恶霸,男,四川,好不好用送给我一架才知道,1
MT今日湊阿库娅,女,天津,印度也要有AH-64E了,0
禾屿丶,男,美国,之前看到一架，确实帅,80
喝杯逍遥自在酒,保密,浙江,中国什么时候能买一批？,1
昵称,性别,地区,评论,点赞
Siscon丶y,男,广东,问题不大 武直十吊打之,1
ONe0KR0cK,保密,湖南,果然科技才是第一生产力,1
火焰附加III,保密,安徽,我的性别是武装直升机,0
喷完就拉黑的是出生,保密,云南,庆幸科技掌握在文明手中,0
菜万多夫丝基,保密,四川,吹牛批，能打过直20？,0
青山櫻,保密,甘肃,什么时候给中系发阿帕奇,0
万能的厕纸,男,广东,RPG能否把你打下来？,0
ooKurumi,男,北京,催更[脱单doge],1
珠宝玉石鉴定,保密,河南,他妈的领先世界四十年,1
喜欢的名字全部被占用,男,四川,那么怎么才能拥有呢？,0
虎牌烧水壶,保密,辽宁,弯道超过它，easy,0
风月2940,保密,日本,咋评论这么多牧羊犬啊,0
最后的骷髅军,男,福建,虐杀原形里专门抢这个,0
越水巴山,保密,四川,因为科曼奇胎死腹中了,0
古见的小车库,男,江苏,忍不了了忍不了了,61
ncpp123,保密,四川,捍卫人类文明的火种,9
刘小小鸿,保密,广东,穷兵黩武，恃强凌弱,0
马云等总计6914人,保密,四川,过于先进，随意展示,0
Daryee_Lee,女,湖南,幸亏科技在文明手里,0
葫芦药,男,江苏,能打过 f22 吗,0
昵称,性别,地区,评论,点赞
孤独贝壳,男,安徽,真的有人喊武直10,0
巡抚加州,保密,黑龙江,轰我一发看看实力,0
宇996,保密,广西,还不把技术偷过来,0
长城奴工,保密,四川,颜值高[吃瓜],1
_Synthwave,保密,广东,美国牛逼！！！,0
ESLcooLcc,保密,广东,不如大疆无人机,0
安乃近近近,男,河北,t1级别性取向,0
睿睿灰灰,保密,四川,拉去乌克兰看看,0
龙虎山下白素贞,保密,黑龙江,这就是我的性别,0
又花了我六个币,男,浙江,来啦[星星眼],0
Ssc1no,保密,四川,粉区腆着脸看,1
damouhao,保密,福建,抄袭的武直十,1
佐和穗花,保密,安徽,中国买一架?,0
定向花,保密,四川,想看武直10,0
